Code,LocalCode,Name,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,RebateAtchison,RebateAtchisonCode,PeerGroup,OptimiserCategory,Type,Hurdle,E-score,S-score,G-score,ESG-score,Controversy-score,Controversy-Items,Unnamed:30,Citicode,LastPrice,MarketCap,Exchange,MktVolume,ShortSell%,Date,BasicEPS,TotalRevenues,DividendperShare-Net,TotalAssets,TotalLiabilities,GrowthofNetIncome(%),GrowthofNetSales(%),GrowthofFreeCashFlow(%),ReturnonTotalEquity(%),PayoutRatio,TotalDebt/TotalAssets,NetProfitMargin(%),InterestCover(EBIT),Unnamed:51,Unnamed:52,YieldtoMaturity,IRDuration,CreditDuration,AvCreditRating,AAA_ModDur,AA_ModDur,A_ModDur,BBB_ModDur,BB_ModDur,B_ModDur,CCC_ModDur,NotRated_ModDur,CashEq_ModDur,Gov_ModDur,Corporates_ModDur,Securitised_ModDur,Other_ModDur,CashEq_ModDur.1,AAA_CredSprDur,AA_CredSprDur,A_CredSprDur,BBB_CredSprDur,BB_CredSprDur,B_CredSprDur,CCC_CredSprDur,NotRated_CredSprDur,CashEq_CredSprDur,Gov_CredSprDur,Corporates_CredSprDur,Securitised_CredSprDur,Other_CredSprDur,CashEq_CredSprDur.1,Unnamed:85,FE_Objective,FE_PerformanceFee,FE_PrimaryManager,FE_PrimaryManagerStartDate,FE_PrimaryManagerBiography,FE_Benchmark,FE_CrownRating,FE_FundSize,FE_HistoryStart,FE_PortfolioTurnoverRatio,FE_AverageMaturityDate,FE_LonsecRating,FE_MstarAnalystRating,FE_AnnualCharge,PE_Ratio,EarningsYield,PriceBook
ACS.MAD,nan,ACS ACTIVIDADES DE CONSTRUCCION Y,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,Bolsa De Madrid,EUR,Spain,,Capital Goods - 2010,Construction & Engineering - 201030,Construction & Engineering - 20103010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,3713,37.13,9775822324.0,MAD,1985588.0,0.0,,4.864593,57952162340.0,0.0,59183076251.0,50052930827.0,16.7452,6.3175,214.3321,15.4607,0.505635,0.289879,2.1828,1.271855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07632704318737457,2.0,4.066747929600119e-07
RED.MAD,nan,REDEIA CORPORACION SA,Growth,International Shares,Global Shares,Global Shares,Utilities - 55,Bolsa De Madrid,EUR,Spain,,Utilities - 5510,Electric Utilities - 551010,Electric Utilities - 55101010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,1473,14.73,7948014873.0,MAD,1524515.0,0.0,,,3547099063.0,0.0,23487552229.0,14522107330.0,3.7412,2.1396,-36.6564,13.8075,0.825551,0.0,31.5245,7.290007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6429747955556539e-07
ELE.MAD,nan,ENDESA SA,Growth,International Shares,Global Shares,Global Shares,Utilities - 55,Bolsa De Madrid,EUR,Spain,,Utilities - 5510,Electric Utilities - 551010,Electric Utilities - 55101010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,1618.5,16.185,17132104734.0,MAD,1819897.0,0.0,,1.135072,41282557729.0,0.0,66941664273.0,55260154949.0,-70.7988,-22.9681,-19.7077,11.7547,2.261455,0.332509,2.9144,2.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14259007358123535,2.0,1.385523013430075e-07
NTGY.MAD,nan,NATURGY ENERGY SA,Growth,International Shares,Global Shares,Global Shares,Utilities - 55,Bolsa De Madrid,EUR,Spain,,Utilities - 5510,Gas Utilities - 551020,Gas Utilities - 55102010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,2110,21.1,20274595430.0,MAD,1204257.0,0.0,,,36674166627.0,1.621531,61444674183.0,42101430884.0,20.4366,-33.4108,-36.1214,20.7595,0.0,0.421449,8.781,7.268041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0908201729071368e-07
ENG.MAD,nan,ENAGAS SA,Growth,International Shares,Global Shares,Global Shares,Utilities - 55,Bolsa De Madrid,EUR,Spain,,Utilities - 5510,Gas Utilities - 551020,Gas Utilities - 55102010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,1320.5,13.205,3450024066.0,MAD,1308598.0,0.0,,2.126098,1471652890.0,2.821464,13794802030.0,8930596576.0,-8.8473,-5.175,41.6044,11.0326,0.531991,0.473317,37.7412,2.641337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0621090843413615,2.0,2.7147290806026877e-07
GRF.MAD,nan,GRIFOLS SA CLASS A,Growth,International Shares,Global Shares,Global Shares,Health Care - 35,Bolsa De Madrid,EUR,Spain,,"Pharmaceuticals, Biotech & Life Sciences - 3520",Biotechnology - 352010,Biotechnology - 35201010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,897.6,8.976,3789535863.0,MAD,12586727.0,0.0,,,10689095057.0,0.0,34580599845.0,21590568515.0,-71.5213,8.7073,3.5385,2.1941,0.0,0.513127,0.8998,1.232538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.909914050222696e-08
IBE.MAD,nan,IBERDROLA SA,Growth,International Shares,Global Shares,Global Shares,Utilities - 55,Bolsa De Madrid,EUR,Spain,,Utilities - 5510,Electric Utilities - 551010,Electric Utilities - 55101010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,1050.5,10.505,66094678927.0,MAD,7428634.0,0.0,,1.159753,79998231885.0,0.891842,243000000000.0,146000000000.0,10.6937,-8.5525,13.8365,9.1464,0.197584,0.357607,9.7354,4.340898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09057963204234006,2.0,1.0829896907216496e-08
BBVA.MAD,nan,BANCO BILBAO VIZCAYA ARGENTARIA SA,Growth,International Shares,Global Shares,Global Shares,Financials - 40,Bolsa De Madrid,EUR,Spain,,Banks - 4010,Banks - 401010,Diversified Banks - 40101010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,936.2,9.362,52855644403.0,MAD,8297798.0,0.0,,2.08996,44042403491.0,0.891842,1260000000000.0,1170000000000.0,26.1245,18.6175,-69.7578,15.9118,0.350168,0.183803,29.5239,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044795115695994175,2.0,1.0402222222222223e-08
ITX.MAD,nan,INDUSTRIA DE DISENO TEXTIL INDITEX,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Bolsa De Madrid,EUR,Spain,,Consumer Discretionary Distribution & Retail - 2550,Specialty Retail - 255040,Apparel Retail - 25504010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,4110,41.1,128000000000.0,MAD,1526225.0,0.0,,2.755619,58642203752.0,0.0,56924160656.0,27887729672.0,33.8457,11.693,23.5323,30.7458,0.0,0.161025,14.6257,30.266666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14914979175277862,2.0,1.415463216627671e-07
AMS.MAD,nan,AMADEUS IT GROUP SA,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Bolsa De Madrid,EUR,Spain,,Consumer Services - 2530,"Hotels, Restaurants & Leisure - 253010","Hotels, Resorts & Cruise Lines - 25301020",,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,5700,57.0,25316284437.0,MAD,1616628.0,0.0,,4.050211,8823074477.0,2.010698,17505075757.0,10236563050.0,68.2119,21.2956,58.5752,24.6449,0.297512,0.306473,20.5395,14.686983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1407334087038922,2.0,7.842044486639708e-07
ANA.MAD,nan,ACCIONA SA,Growth,International Shares,Global Shares,Global Shares,Utilities - 55,Bolsa De Madrid,EUR,Spain,,Utilities - 5510,Electric Utilities - 551010,Electric Utilities - 55101010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,10675,106.75,5843123937.0,MAD,269875.0,0.0,,16.036942,29134047477.0,0.0,51321456150.0,40212347269.0,22.6757,52.041,22.7668,9.4412,0.600739,0.343601,3.011,2.161478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06656505959802062,2.0,9.609231590355136e-07
SOLB.EXC,nan,SOLVAY SA,Growth,International Shares,Global Shares,Global Shares,Materials - 15,Brussels Stock Exchange,EUR,Belgium,,Unknown,Unknown,Unknown,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,0,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBOE.BAT,nan,CBOE GLOBAL MARKETS INC,Growth,International Shares,Global Shares,Global Shares,Financials - 40,Cboe BZX formerly known as BATS,USD,United States,,Unknown,Unknown,Unknown,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,0,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBK.ETR,nan,DEUTSCHE BANK AG,Growth,International Shares,Global Shares,Global Shares,Financials - 40,Deutsche Boerse Markets,EUR,Germany,,Financial Services - 4020,Capital Markets - 402030,Diversified Capital Markets - 40203030,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,1252,12.52,25034525023.0,ETR,16348984.0,0.0,,3.357763,44391032656.0,0.729689,2130000000000.0,2010000000000.0,-13.6289,12.6686,-296.2593,6.6491,0.0,0.346198,17.4313,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03728672928970866,2.0,1.0433333333333332e-08
VNA.ETR,nan,VONOVIA SE,Growth,International Shares,Global Shares,Global Shares,Real Estate - 60,Deutsche Boerse Markets,EUR,Germany,,Real Estate Management & Development - 6020,Real Estate Management & Development - 602010,Real Estate Operating Companies - 60201020,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,2585,25.85,21775460797.0,ETR,3656319.0,0.0,,-12.694434,10431276664.0,1.394205,157000000000.0,105000000000.0,-1271.3314,11.5042,752.5869,-19.4406,-0.066766,0.465661,-97.525,3.831858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020363255266048097,-2.0,4.9711538461538466e-08
DTG.ETR,nan,DAIMLER TRUCK HOLDING E AG,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,Deutsche Boerse Markets,EUR,Germany,,Capital Goods - 2010,Machinery - 201060,Construction Machinery & Heavy Transportation Equipment - 20106010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,4337,43.37,35919546289.0,ETR,11847391.0,0.0,,7.491473,90627367590.0,0.0,115000000000.0,79433939097.0,41.651,9.7065,33.0548,18.5426,0.283443,0.361273,6.7543,22.510373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05789248656439127,2.0,1.2194209563517264e-07
SHL.ETR,nan,SIEMENS HEALTHINEERS AG,Growth,International Shares,Global Shares,Global Shares,Health Care - 35,Deutsche Boerse Markets,EUR,Germany,,Health Care Equipment & Services - 3510,Health Care Equipment & Supplies - 351010,Health Care Equipment - 35101010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,5558,55.58,62171713712.0,ETR,733191.0,0.0,,2.201598,35315323649.0,1.540454,73829927961.0,44836953681.0,-23.7832,0.2577,-15.8208,8.3993,0.701777,0.351233,6.9746,6.175977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2524529909638362,2.0,1.9170161523697249e-07
SY1.ETR,nan,SYMRISE AG,Growth,International Shares,Global Shares,Global Shares,Materials - 15,Deutsche Boerse Markets,EUR,Germany,,Materials - 1510,Chemicals - 151010,Specialty Chemicals - 15101050,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,9640,96.4,13437685272.0,ETR,468709.0,0.0,,2.797339,7827130304.0,1.722297,12910598601.0,7059030063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344613219920789,2.0,1.64742153106436e-06
HNR1.ETR,nan,HANNOVER RUECK,Growth,International Shares,Global Shares,Global Shares,Financials - 40,Deutsche Boerse Markets,EUR,Germany,,Insurance - 4030,Insurance - 403010,Reinsurance - 40301050,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,23820,238.2,28569461045.0,ETR,127749.0,0.0,,22.971011,54792727915.0,8.201205,106000000000.0,88746387474.0,13.2812,35.3465,8154.527,17.9208,0.321148,0.075648,5.0585,20.788469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10369591482064065,2.0,1.3805804415802725e-06
BEI.ETR,nan,BEIERSDORF AG,Growth,International Shares,Global Shares,Global Shares,Consumer Staples - 30,Deutsche Boerse Markets,EUR,Germany,,Household & Personal Products - 3030,Personal Care Products - 303020,Personal Care Products - 30302010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,13265,132.65,30098879177.0,ETR,582209.0,0.0,,5.25376,15318603357.0,0.0,20478314999.0,6956367990.0,-2.5165,7.3644,-13.0374,9.2789,0.216032,0.0,7.7908,42.038461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.252485838713607,2.0,9.809977802139751e-07
RHM.ETR,nan,RHEINMETALL AG,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,Deutsche Boerse Markets,EUR,Germany,,Capital Goods - 2010,Aerospace & Defense - 201010,Aerospace & Defense - 20101010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,43170,431.7,18615072881.0,ETR,477045.0,0.0,,18.860078,11381632299.0,7.053036,17875346418.0,12583928952.0,27.6214,17.4906,22.0987,18.0082,0.374749,0.224353,7.1912,9.658536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22889619014301,2.0,8.158494444520546e-06
HEN3.ETR,nan,HENKEL & KGAA PREF AG,Growth,International Shares,Global Shares,Global Shares,Consumer Staples - 30,Deutsche Boerse Markets,EUR,Germany,,Household & Personal Products - 3030,Household Products - 303010,Household Products - 30301010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,7030,70.3,11630669882.0,ETR,1091957.0,0.0,,5.344011,36758742030.0,3.034524,52320106851.0,20216487975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13154913041908034,2.0,2.1897842816890285e-07
CBK.ETR,nan,COMMERZBANK AG,Growth,International Shares,Global Shares,Global Shares,Financials - 40,Deutsche Boerse Markets,EUR,Germany,,Banks - 4010,Banks - 401010,Diversified Banks - 40101010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,1083.5,10.835,12970999956.0,ETR,9207068.0,0.0,,,15960729633.0,0.567536,0.0,0.0,54.9825,-31.4444,-1985.7142,6.9639,0.0,0.0,22.5947,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0
BNR.ETR,nan,BRENNTAG,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,Deutsche Boerse Markets,EUR,Germany,,Capital Goods - 2010,Trading Companies & Distributors - 201070,Trading Companies & Distributors - 20107010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,8452,84.52,12449860816.0,ETR,580570.0,0.0,,7.320046,28878903167.0,3.280482,17173815342.0,9681030430.0,-19.0747,-6.031,-13.1821,14.4198,0.446643,0.255207,3.8747,8.682985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11546375528241216,2.0,1.1280185003661027e-06
FRE.ETR,nan,FRESENIUS SE AND CO KGAA,Growth,International Shares,Global Shares,Global Shares,Health Care - 35,Deutsche Boerse Markets,EUR,Germany,,Health Care Equipment & Services - 3510,Health Care Providers & Services - 351020,Health Care Services - 35102015,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,2590,25.9,14531521747.0,ETR,1278337.0,0.0,,0.800844,68232385359.0,1.509022,124000000000.0,73886296086.0,-82.9826,61.0616,29.3972,4.8387,3.774545,0.200669,0.661,3.545018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32340880371208375,2.0,5.1682470017476503e-08
MTX.ETR,nan,MTU AERO ENGINES HOLDING AG,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,Deutsche Boerse Markets,EUR,Germany,,Capital Goods - 2010,Aerospace & Defense - 201010,Aerospace & Defense - 20101010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,22250,222.5,11798327989.0,ETR,272972.0,0.0,,-3.080909,8696270753.0,0.0,16546102324.0,11790151901.0,-129.3051,0.6191,-122.2547,-3.2124,0.0,0.0,-1.8086,-5.777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7221894577217308,-1.384678202247191,4.678349860923266e-06
HEI.ETR,nan,HEIDELBERG MATERIALS AG,Growth,International Shares,Global Shares,Global Shares,Materials - 15,Deutsche Boerse Markets,EUR,Germany,,Materials - 1510,Construction Materials - 151020,Construction Materials - 15102010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,8988,89.88,16672757257.0,ETR,623447.0,0.0,,16.912568,34386834998.0,4.215981,57518136867.0,27722829048.0,20.8129,0.4233,17.136,12.1686,0.250972,0.242995,9.0958,13.485493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05314391049307236,2.0,3.0165823607529553e-07
1COV.ETR,nan,COVESTRO AG,Growth,International Shares,Global Shares,Global Shares,Materials - 15,Deutsche Boerse Markets,EUR,Germany,,Materials - 1510,Chemicals - 151010,Specialty Chemicals - 15101050,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,5038,50.38,9516287439.0,ETR,785546.0,0.0,,-1.702608,23312751187.0,0.0,22112818247.0,11381526089.0,27.2058,-19.9855,-39.5348,-2.9403,-0.020202,0.249835,-1.3771,1.1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29589899730296115,-2.0,4.694681615059986e-07
SRT3.ETR,nan,SARTORIUS PREF AG,Growth,International Shares,Global Shares,Global Shares,Health Care - 35,Deutsche Boerse Markets,EUR,Germany,,"Pharmaceuticals, Biotech & Life Sciences - 3520",Life Sciences Tools & Services - 352030,Life Sciences Tools & Services - 35203010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,35190,351.9,12240338195.0,ETR,91242.0,0.0,,4.863464,5506232817.0,1.199933,15818521364.0,11347311785.0,-69.7389,-18.66,-29.7047,10.7123,0.478557,0.544452,6.0429,3.793828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7235583526474134,1.382058539357772,7.870353509099065e-06
PAH3.ETR,nan,PORSCHE AUTOMOBIL HOLDING PREF,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Deutsche Boerse Markets,EUR,Germany,,Automobiles & Components - 2510,Automobiles - 251020,Automobile Manufacturers - 25102010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,4932,49.32,7516906250.0,ETR,2284376.0,0.0,,,0.0,4.199017,102000000000.0,11388193263.0,-36.2412,0.0,490.909,7.164,0.204065,0.106779,0.0,0.485815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.442999292923369e-08
CON.ETR,nan,CONTINENTAL AG,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Deutsche Boerse Markets,EUR,Germany,,Automobiles & Components - 2510,Automobile Components - 251010,Automotive Parts & Equipment - 25101010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,7406,74.06,14756441426.0,ETR,459177.0,0.0,,9.665906,67681428407.0,2.468563,63061361582.0,39156981321.0,1426.5765,8.8362,123.6718,8.3557,0.254668,0.211463,2.8548,9.817236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07661982229084371,2.0,3.0981769529841723e-07
FME.ETR,nan,FRESENIUS MEDICAL CARE AG,Growth,International Shares,Global Shares,Global Shares,Health Care - 35,Deutsche Boerse Markets,EUR,Germany,,Health Care Equipment & Services - 3510,Health Care Providers & Services - 351020,Health Care Services - 35102015,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,3539,35.39,10454321188.0,ETR,474900.0,0.0,,2.757675,31544643028.0,1.929622,55018235496.0,30976549371.0,-25.8994,0.2866,-1.5166,4.8385,0.658567,0.355157,2.565,3.587893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1283327440688261,2.0,1.472026538238486e-07
HEN.ETR,nan,HENKEL AG,Growth,International Shares,Global Shares,Global Shares,Consumer Staples - 30,Deutsche Boerse Markets,EUR,Germany,,Household & Personal Products - 3030,Household Products - 303010,Household Products - 30301010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,6274,62.74,16214413743.0,ETR,130016.0,0.0,,5.344011,36758742030.0,3.034524,52320106851.0,20216487975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11740245295153773,2.0,1.954296811282641e-07
DHER.ETR,nan,DELIVERY HERO,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Deutsche Boerse Markets,EUR,Germany,,Consumer Services - 2530,"Hotels, Restaurants & Leisure - 253010",Restaurants - 25301040,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,2148,21.48,5828578080.0,ETR,1367593.0,0.0,,-13.943506,15748193055.0,0.0,19165886714.0,14187299752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015405020803232703,-2.0,4.314477212902003e-07
PUM.ETR,nan,PUMA,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Deutsche Boerse Markets,EUR,Germany,,Consumer Durables & Apparel - 2520,"Textiles, Apparel & Luxury Goods - 252030",Footwear - 25203020,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,4270,42.7,6267754600.0,ETR,1340398.0,0.0,,3.299331,13947923203.0,1.329655,10767614452.0,6580334951.0,-13.7482,1.6136,3.6073,14.0829,0.402755,0.277754,3.5446,4.337752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1294201763933355,2.0,1.019755189253606e-06
G1A.ETR,nan,GEA GROUP AG,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,Deutsche Boerse Markets,EUR,Germany,,Capital Goods - 2010,Machinery - 201060,Industrial Machinery & Supplies & Components - 20106020,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,3729,37.29,6439544573.0,ETR,335503.0,0.0,,4.241972,8821084879.0,0.884982,9641694171.0,5664480440.0,28.7177,6.841,-9.6471,18.6075,0.3672,0.03962,8.2903,16.009795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08790722805336765,2.0,9.37591050472012e-07
LEG.ETR,nan,LEG IMMOBILIEN N,Growth,International Shares,Global Shares,Global Shares,Real Estate - 60,Deutsche Boerse Markets,EUR,Germany,,Real Estate Management & Development - 6020,Real Estate Management & Development - 602010,Real Estate Operating Companies - 60201020,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,6822,68.22,5202471175.0,ETR,220637.0,0.0,,-42.574528,2182176626.0,0.0,32906022870.0,19596451299.0,-208.7762,9.2848,1341.0828,-21.1542,0.0,0.466804,-144.588,3.973501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01602366560587589,-2.0,5.125634558263574e-07
BMW3.ETR,nan,BMW PREF AG,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Deutsche Boerse Markets,EUR,Germany,,Automobiles & Components - 2510,Automobiles - 251020,Automobile Manufacturers - 25102010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,10200,102.0,5826140746.0,ETR,156268.0,0.0,,,249000000000.0,13.942049,419000000000.0,266000000000.0,-38.4388,20.1204,34.1015,12.6707,0.345365,0.382046,7.2876,48.350828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.666666666666667e-08
ZAL.ETR,nan,ZALANDO,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Deutsche Boerse Markets,EUR,Germany,,Consumer Discretionary Distribution & Retail - 2550,Specialty Retail - 255040,Apparel Retail - 25504010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,1954.5,19.545,5132395481.0,ETR,1301764.0,0.0,,0.713936,16819851335.0,0.0,12103666387.0,8349810835.0,1966.0377,-0.2179,-2.1989,5.0128,0.0,0.232003,1.0678,2.202086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2737640348714731,2.0,5.206646800670501e-07
ENR.ETR,nan,SIEMENS ENERGY N AG,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,Deutsche Boerse Markets,EUR,Germany,,Capital Goods - 2010,Electrical Equipment - 201040,Heavy Electrical Equipment - 20104020,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,1437,14.37,11221544877.0,ETR,4713355.0,0.0,,-4.802391,51409018824.0,0.0,78678305651.0,62432186562.0,-210.1359,5.2834,-1151.711,-21.6734,0.0,0.079408,-7.9138,-9.362711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029922594807461532,-2.0,8.845189378015645e-08
